V     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_V  errBand_B  errBand_U  errBand_I  errBand_K                                                                             
  17.148  0.452  -0.234   0.562   1.287   4.34  5 4.60    6388.  4.41   9 13.9307  1.035    4.300    1.020  -2.003   0.265    96.570412   59.988754  214.273331   52.532978   3.5631  -8.2039   1.7704   3.1004   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0242     0.0064    -0.0049    -0.0074    -0.0132
  17.179  0.452  -0.153   0.588   1.282   4.33  5 4.55    6388.  4.14   9 13.9710  0.813    4.103    1.106  -1.209   0.253    96.428619   59.768700  214.598343   52.653397   3.5907  -8.2024   1.7965   3.1174   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0053     0.0144     0.0326    -0.0232    -0.0225
  21.972  1.318   0.962   1.569   3.204   9.11  5 6.90    4048.  4.87  11 12.1896  0.603    8.252    0.417  -1.308   0.296    96.475479   59.330494  215.045090   52.999435   3.6047  -8.2074   1.8270   3.1155   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0013    -0.0040     0.0016    -0.0074     0.0373
  20.454  1.141   0.898   1.206   2.805   7.56  5 6.55    4483.  4.57   8  9.9643  0.689    7.018    0.590  -0.623   0.250    95.973396   59.982792  214.649918   52.341866   3.6583  -8.1905   1.8201   3.1826   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0072     0.0089    -0.0036     0.0303    -0.0271
  18.697  0.541  -0.222   0.700   1.682   5.83  5 5.25    5745.  4.75   9 13.8490  0.858    5.663    0.667  -1.665   0.266    96.767731   60.304745  213.815445   52.355255   3.6257  -8.2117   1.7836   3.1646   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0005    -0.0054    -0.0132     0.0459    -0.0204
  14.872  0.758   0.191   0.890   2.078   1.97  3 5.40    5141.  2.94   9 13.9499  0.930    1.577    5.408  -0.852   0.245    96.674774   59.913647  214.288147   52.624031   3.6365  -8.2119   1.8106   3.1615   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0174    -0.0169    -0.0103     0.0053     0.0055
  21.979  1.345   1.077   1.611   3.338   9.12  5 6.90    4012.  4.87  11 11.9267  0.484    8.252    0.417  -0.643   0.296    95.248268   59.849972  215.237045   52.198124   3.6100  -8.1659   1.8056   3.1366   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0064    -0.0058     0.0091    -0.0082    -0.0208
  20.255  1.034   0.650   1.066   2.584   7.39  5 6.45    4553.  4.77  11 12.0045  0.573    6.930    0.571  -1.189   0.314    96.333313   59.792889  214.631943   52.603687   3.6158  -8.2007   1.8081   3.1398   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0025     0.0052    -0.0183     0.0205    -0.0165
  19.290  0.928   0.473   0.850   2.117   6.45  5 6.10    4995.  4.63  11 11.8675  0.608    6.310    0.632  -0.217   0.228    96.327339   59.895267  214.525284   52.524406   3.6188  -8.2000   1.8041   3.1457   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0307     0.0340     0.0096     0.0278    -0.0147
  18.690  0.706   0.080   0.805   1.747   5.80  5 5.45    5483.  4.62  11 12.1075  0.729    5.637    0.713  -0.430   0.255    96.290337   59.447556  215.034485   52.849270   3.6569  -8.2037   1.8477   3.1642   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0044     0.0290    -0.0020    -0.0137     0.0126
  18.286  0.651   0.057   0.690   1.547   5.43  5 5.15    5820.  4.66  11 11.9197  0.705    5.271    0.780  -0.260   0.154    96.034454   59.744335  214.870834   52.541019   3.6464  -8.1931   1.8271   3.1647   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0282    -0.0021     0.0103    -0.0004     0.0137
  17.180  0.446  -0.106   0.648   1.391   4.30  5 4.80    6112.  4.55  11 12.0383  0.655    4.305    1.080  -0.789   0.352    97.077736   60.176418  213.756317   52.552357   3.6360  -8.2228   1.7945   3.1694   0.064    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0137    -0.0280    -0.0041    -0.0165     0.0113
  18.909  0.651   0.002   0.728   1.691   6.03  5 5.40    5563.  4.69   9 13.8902  0.636    5.849    0.638  -0.801   0.244    96.004440   59.717197  214.918976   52.551334   3.7057  -8.1955   1.8584   3.2150   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0445    -0.0265     0.0060     0.0052     0.0001
  20.069  1.008   0.512   0.954   2.334   7.17  5 6.30    4868.  4.77  11 12.0898  0.788    6.626    0.601  -0.809   0.299    97.029518   60.137043  213.828110   52.567310   3.7072  -8.2259   1.8320   3.2300   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0223     0.0434    -0.0016    -0.0033    -0.0037
  17.024  0.492  -0.150   0.602   1.360   4.10  5 4.75    6174.  4.20  11 11.8873  0.747    4.108    1.177  -1.021   0.318    96.285149   59.456280  215.028152   52.840981   3.6942  -8.2055   1.8661   3.1966   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0092     0.0266     0.0286     0.0251     0.0432
  16.498  0.571  -0.061   0.744   1.666   3.60  4 4.95    5720.  3.88  11 12.1305  0.974    3.474    1.860  -0.879   0.281    96.184410   59.221947  215.349609   52.982330   3.6842  -8.2031   1.8743   3.1803   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0096    -0.0277    -0.0049    -0.0008     0.0039
  22.348  1.279   0.817   1.494   3.077   9.43  5 6.85    4054.  4.98   9 13.9392  0.157    8.779    0.318  -1.794   0.249    97.017097   59.548252  214.462128   53.014198   3.7405  -8.2316   1.8815   3.2395   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0199    -0.0069     0.0174    -0.0102     0.0050
  21.892  1.185   0.740   1.420   2.987   8.97  5 6.80    4080.  5.04   9 13.9448  0.276    8.449    0.357  -2.072   0.288    97.167633   60.104332  213.775330   52.636421   3.7306  -8.2320   1.8449   3.2492   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0172    -0.0508    -0.0064     0.0145    -0.0162
  21.933  1.205   0.623   1.443   2.858   9.00  5 6.80    4203.  5.00   9 13.9600  0.426    8.284    0.376  -2.103   0.190    97.367531   59.883957  213.879807   52.869995   3.7148  -8.2390   1.8485   3.2283   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0038     0.0208     0.0122    -0.0300     0.0289
  21.834  1.207   0.785   1.396   2.903   8.89  5 6.75    4183.  4.72   9 13.9312  0.598    8.121    0.398  -1.402   0.195    96.642365   60.373844  213.820358   52.262444   3.7180  -8.2126   1.8256   3.2469   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0157     0.0186    -0.0023     0.0076     0.0102
  19.991  0.837   0.204   1.022   2.283   7.02  5 6.25    4901.  4.84   9 13.8807  0.535    6.866    0.531  -2.109   0.262    97.272018   59.999538  213.819153   52.750397   3.7507  -8.2374   1.8603   3.2632   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0229    -0.0180     0.0047    -0.0346    -0.0012
  19.737  0.781   0.091   0.885   2.034   6.81  5 6.10    5084.  4.77   9 13.9952  0.635    6.541    0.560  -1.709   0.290    96.908966   60.014816  214.033127   52.622509   3.7437  -8.2251   1.8574   3.2577   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0205    -0.0224    -0.0463    -0.0136     0.0357
  17.931  0.480  -0.186   0.660   1.462   4.96  5 4.80    6163.  4.64   9 13.8473  0.655    4.889    0.829  -1.254   0.271    96.608620   59.517094  214.756912   52.903164   3.7418  -8.2185   1.8855   3.2396   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0293     0.0319     0.0332    -0.0014    -0.0075
  21.987  1.377   1.093   1.617   3.317   9.06  5 6.90    4122.  5.10  11 11.8262  0.582    8.252    0.417  -0.566   0.236    97.335869   59.758507  214.032745   52.956532   3.7519  -8.2413   1.8742   3.2563   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0196     0.0054    -0.0010     0.0072     0.0289
  20.797  1.161   0.951   1.258   2.788   7.87  5 6.60    4404.  4.54  11 11.9625  0.725    7.224    0.542  -0.576   0.246    95.824394   60.100876  214.613541   52.204071   3.7188  -8.1881   1.8441   3.2388   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051    -0.0056    -0.0154    -0.0036     0.0160
  17.533  0.537  -0.140   0.605   1.371   4.64  5 4.80    6144.  4.28  11 12.0266  0.828    4.502    1.000  -0.995   0.248    97.060051   60.016628  213.935760   52.669586   3.7123  -8.2280   1.8412   3.2305   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0253     0.0166     0.0147    -0.0003     0.0266
  16.988  0.526  -0.145   0.595   1.401   4.06  5 4.75    6143.  4.26  11 12.0768  0.883    4.108    1.177  -0.298   0.275    95.216721   59.802536  215.308411   52.222416   3.7265  -8.1704   1.8666   3.2358   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0041     0.0251    -0.0405     0.0248    -0.0256
  13.131  1.201   0.991   1.132   2.715   0.19  3 6.10    4393.  2.01  11 11.9350  0.901   -0.263   16.559  -0.612   0.232    97.671753   59.795773  213.776428   53.035095   3.7502  -8.2519   1.8698   3.2561   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0060     0.0055     0.0093     0.0219    -0.0271
  22.036  1.231   0.921   1.460   3.012   9.04  5 6.80    4131.  4.99   9 13.8555  0.431    8.284    0.376  -0.925   0.276    96.944885   60.047295  213.976089   52.609165   3.8086  -8.2299   1.8876   3.3149   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0211     0.0102     0.0210    -0.0089    -0.0002
  17.741  0.454  -0.219   0.620   1.391   4.77  5 4.70    6211.  4.45   9 13.7325  0.610    4.693    0.883  -1.264   0.250    96.529747   59.359501  214.978699   52.995811   3.7762  -8.2189   1.9120   3.2639   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0164     0.0096    -0.0309     0.0024    -0.0105
  21.685  1.342   1.058   1.562   3.198   8.72  5 6.85    4109.  4.82  11 12.0354  0.502    7.952    0.457  -0.769   0.206    97.139893   59.412018  214.529434   53.158474   3.7902  -8.2397   1.9137   3.2778   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0066     0.0233     0.0061    -0.0049     0.0198
  21.393  1.258   0.985   1.437   3.006   8.45  5 6.75    4252.  4.85  11 12.2936  0.571    7.657    0.495  -0.688   0.271    95.628212   59.791306  215.070114   52.369869   3.7680  -8.1859   1.8867   3.2713   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0151    -0.0054    -0.0077    -0.0162    -0.0106
  17.859  0.562  -0.120   0.655   1.516   4.89  5 4.95    5993.  4.39  11 12.1004  0.877    4.892    0.875  -0.640   0.262    95.944962   59.876820  214.782150   52.411942   3.8044  -8.1978   1.8990   3.3056   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0022     0.0159    -0.0172     0.0104    -0.0079
  19.903  0.885   0.258   0.896   2.165   6.91  5 6.20    5037.  4.65   9 13.9868  0.551    6.704    0.547  -1.392   0.191    96.960922   59.899311  214.122849   52.727673   3.8586  -8.2345   1.9209   3.3533   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0158     0.0233     0.0292     0.0048    -0.0032
  19.166  0.626  -0.115   0.763   1.868   6.21  5 5.55    5431.  4.78   9 13.8418  0.820    6.030    0.614  -1.860   0.272    96.610802   59.218357  215.081314   53.129364   3.8134  -8.2247   1.9386   3.2912   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0230    -0.0187    -0.0011     0.0330    -0.0502
  20.452  1.040   0.671   1.109   2.593   7.46  5 6.45    4535.  4.85  11 12.1659  0.656    6.930    0.571  -1.090   0.317    95.762558   59.435726  215.378464   52.679501   3.8147  -8.1948   1.9300   3.2997   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0143     0.0207    -0.0034    -0.0097    -0.0120
  20.227  0.953   0.668   1.040   2.441   7.25  5 6.35    4701.  4.69  11 12.0424  0.556    6.779    0.587  -1.017   0.263    96.035103   59.964436  214.631729   52.376034   3.8143  -8.2007   1.8986   3.3171   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0019    -0.0348     0.0065    -0.0252     0.0180
  19.292  0.801   0.231   0.846   1.971   6.33  5 5.75    5321.  4.48  11 12.0329  0.735    5.982    0.667  -0.559   0.211    97.379822   59.558239  214.217163   53.124771   3.8172  -8.2484   1.9180   3.3060   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0210     0.0219     0.0192    -0.0127    -0.0306
  22.416  1.204   0.692   1.444   2.974   9.38  5 6.80    4098.  4.98   9 13.8143  0.521    8.449    0.357  -2.140   0.229    96.139412   59.978542  214.552170   52.399792   3.9014  -8.2088   1.9408   3.3930   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0040    -0.0102    -0.0140     0.0096     0.0173
  22.004  1.194   0.837   1.408   2.940   8.99  5 6.75    4258.  4.86   9 13.8385  0.466    8.121    0.398  -1.238   0.236    97.337265   60.004593  213.772278   52.767250   3.8741  -8.2473   1.9209   3.3703   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0025    -0.0113    -0.0038    -0.0160    -0.0345
  20.929  1.064   0.600   1.088   2.578   7.93  5 6.50    4564.  4.98   9 13.9906  0.528    7.337    0.489  -1.475   0.268    97.120995   60.093929  213.815765   52.629601   3.8640  -8.2388   1.9117   3.3645   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0140     0.0008     0.0291     0.0253     0.0040
  19.282  0.610  -0.043   0.827   1.815   6.27  5 5.55    5432.  4.62   9 13.8940  0.739    6.030    0.614  -1.332   0.208    97.252464   59.652489  214.199081   53.011120   3.8619  -8.2463   1.9356   3.3478   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0083    -0.0247    -0.0069    -0.0085     0.0173
  21.339  1.165   1.109   1.370   2.964   8.28  5 6.70    4183.  4.78  11 11.9010  0.606    7.512    0.511  -0.343   0.230    95.726105   59.491848  215.339066   52.625439   3.9020  -8.1976   1.9710   3.3768   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0215    -0.0236    -0.0044    -0.0252    -0.0224
  19.331  0.807   0.304   0.850   2.020   6.32  5 5.95    5212.  4.70  11 11.9838  0.540    6.147    0.647  -0.763   0.267    96.232010   60.049282  214.418900   52.376785   3.8965  -8.2112   1.9338   3.3911   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0201    -0.0094     0.0116     0.0091     0.0102
  19.236  0.713   0.145   0.842   1.853   6.19  5 5.60    5380.  4.59  11 12.0268  0.554    5.812    0.689  -0.353   0.235    97.256233   60.006390  213.822052   52.740086   3.9016  -8.2464   1.9348   3.3941   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0086    -0.0000    -0.0277    -0.0071     0.0207
  18.498  0.616  -0.072   0.739   1.679   5.46  5 5.30    5696.  4.63  11 11.8404  0.796    5.456    0.743  -0.777   0.288    96.149452   59.946201  214.580856   52.427460   3.9065  -8.2096   1.9452   3.3963   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0002     0.0106     0.0111     0.0139    -0.0035
  17.989  0.543  -0.038   0.657   1.530   4.97  5 4.95    5881.  4.47  11 11.9734  0.862    4.892    0.875  -0.482   0.271    96.792938   59.352417  214.817886   53.089054   3.8897  -8.2345   1.9689   3.3614   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0004    -0.0053     0.0313     0.0101    -0.0228
  17.831  0.514  -0.157   0.668   1.454   4.81  5 4.90    6052.  4.41  11 11.9877  0.818    4.698    0.935  -1.107   0.302    95.854836   59.667473  215.066132   52.538330   3.8669  -8.1992   1.9427   3.3525   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0133     0.0221     0.0229    -0.0040     0.0384
  16.683  0.483  -0.116   0.658   1.477   3.64  4 4.60    6072.  4.07  11 11.9698  1.010    3.709    1.461  -0.759   0.300    96.044579   59.774109  214.832153   52.522072   3.8981  -8.2066   1.9514   3.3831   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0194    -0.0089    -0.0227     0.0030    -0.0107
  21.983  1.215   0.776   1.424   2.939   8.94  5 6.80    4165.  4.78   9 13.9065  0.430    8.284    0.376  -1.282   0.298    96.662354   59.367641  214.885101   53.034016   3.9125  -8.2313   1.9801   3.3815   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0060     0.0041    -0.0103    -0.0043     0.0083
  21.829  1.350   1.044   1.534   3.191   8.79  5 6.85    4109.  4.90  11 12.0878  0.733    7.952    0.457  -0.571   0.242    96.356674   60.305836  214.068314   52.222828   3.9257  -8.2153   1.9327   3.4252   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0120     0.0276     0.0046     0.0124     0.0144
  21.635  1.314   0.969   1.427   3.056   8.62  5 6.80    4128.  4.82  11 11.9417  0.411    7.803    0.476  -0.909   0.275    96.624207   60.039967  214.185150   52.511456   3.9177  -8.2257   1.9434   3.4092   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0283     0.0185     0.0080     0.0167    -0.0075
  21.297  1.254   0.995   1.374   2.929   8.25  5 6.70    4366.  4.77  11 11.9005  0.427    7.512    0.511  -0.475   0.258    96.067635   59.568375  215.042191   52.683907   3.9471  -8.2113   1.9881   3.4184   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0120     0.0191     0.0095    -0.0096    -0.0169
  20.272  1.032   0.619   0.976   2.398   7.27  5 6.35    4714.  4.57  11 11.8935  0.718    6.779    0.587  -1.087   0.323    97.271660   59.866177  213.960022   52.853035   3.9447  -8.2507   1.9644   3.4266   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0456     0.0027     0.0020    -0.0083     0.0117
  18.805  0.611   0.003   0.750   1.696   5.73  5 5.30    5764.  4.58  11 11.9316  0.751    5.456    0.743  -0.690   0.260    95.819977   59.945625  214.784348   52.318886   3.9396  -8.2001   1.9629   3.4249   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0196     0.0016     0.0031     0.0192    -0.0111
  16.763  0.483  -0.090   0.638   1.447   3.71  4 4.60    5976.  4.19  11 12.1081  0.764    3.709    1.461  -0.972   0.333    95.667099   59.594475  215.262405   52.529236   3.9392  -8.1969   1.9839   3.4124   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0045    -0.0150     0.0144     0.0075     0.0067
  21.553  1.119   0.758   1.283   2.809   8.47  5 6.65    4338.  4.83   9 13.9930  0.620    7.802    0.437  -1.356   0.287    96.798340   59.757256  214.377487   52.783348   3.9881  -8.2378   1.9945   3.4603   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0071    -0.0246    -0.0117     0.0209    -0.0193
  20.223  0.880   0.232   0.950   2.277   7.16  5 6.25    4877.  4.64   9 13.9513  0.521    6.866    0.531  -2.034   0.220    97.618050   59.679688  213.933517   53.107861   3.9672  -8.2655   1.9851   3.4396   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0029    -0.0031     0.0237     0.0062    -0.0229
  21.874  1.343   1.056   1.569   3.247   8.82  5 6.90    4068.  4.69  11 11.8984  0.616    8.101    0.437  -0.826   0.330    96.398529   59.491753  214.917770   52.852303   3.9764  -8.2250   2.0061   3.4409   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0287    -0.0104    -0.0080    -0.0190    -0.0126
  22.056  1.326   1.032   1.587   3.217   8.98  5 6.85    4078.  4.70  11 12.0595  0.509    7.952    0.457  -0.694   0.260    97.042656   59.812992  214.162689   52.820156   3.9686  -8.2447   1.9805   3.4454   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0060     0.0239    -0.0096    -0.0250     0.0014
  21.529  1.240   1.035   1.462   3.079   8.42  5 6.75    4188.  4.81  11 11.9735  0.654    7.657    0.495  -0.566   0.240    97.402344   59.841808  213.901932   52.913635   3.9794  -8.2576   1.9825   3.4557   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0292     0.0086     0.0032     0.0207    -0.0100
  19.672  0.854   0.424   0.873   2.152   6.59  5 6.10    5085.  4.55  11 12.1827  0.618    6.310    0.632  -0.558   0.311    96.348328   59.774208  214.642761   52.622734   4.0004  -8.2227   2.0015   3.4716   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0059    -0.0037     0.0113     0.0264    -0.0211
  18.430  0.554  -0.204   0.675   1.611   5.35  5 5.15    5832.  4.39  11 12.0646  0.838    5.271    0.780  -1.336   0.345    95.933586   59.459023  215.246063   52.720310   3.9774  -8.2089   2.0103   3.4406   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0039     0.0013    -0.0433     0.0515     0.0065
  22.319  1.260   0.739   1.409   2.903   9.24  5 6.80    3984.  4.79   9 13.8700  0.567    8.449    0.357  -1.788   0.245    95.624260   59.514935  215.376663   52.573639   4.0513  -8.2014   2.0454   3.5063   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0369    -0.0054    -0.0150     0.0045     0.0697
  18.332  0.503  -0.276   0.672   1.534   5.24  5 5.00    5918.  4.68   9 13.9892  0.587    5.279    0.739  -2.260   0.253    97.239891   59.667843  214.190826   52.995255   4.0291  -8.2564   2.0185   3.4926   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0093     0.0109     0.0081     0.0066     0.0253
  21.855  1.313   1.073   1.543   3.236   8.75  5 6.85    3981.  4.86  11 11.9389  0.603    7.952    0.457  -0.800   0.226    97.043343   59.549450  214.443924   53.021893   4.0247  -8.2501   2.0243   3.4846   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0016     0.0026     0.0168     0.0090    -0.0268
  21.439  1.261   0.842   1.377   2.900   8.31  5 6.75    4224.  4.78  11 11.9003  0.734    7.657    0.495  -1.117   0.304    96.481895   60.003819  214.312515   52.492748   4.1040  -8.2316   2.0386   3.5693   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0106     0.0326     0.0097     0.0126     0.0304
  21.202  1.193   0.942   1.329   2.844   8.07  5 6.65    4273.  4.63  11 12.0621  0.620    7.368    0.528  -0.755   0.323    96.461044   59.486660  214.883682   52.877022   4.0745  -8.2328   2.0556   3.5252   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0071     0.0133     0.0035    -0.0049     0.0239
  20.616  1.135   0.825   1.125   2.663   7.50  5 6.50    4566.  4.57  11 11.9202  0.374    7.078    0.558  -0.644   0.279    97.142975   60.099854  213.795654   52.632034   4.0813  -8.2530   2.0187   3.5531   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0200     0.0118     0.0028     0.0331     0.0271
  19.972  0.980   0.422   0.993   2.322   6.84  5 6.30    4861.  4.76  11 12.0227  0.788    6.626    0.601  -1.162   0.327    97.265976   59.838631  213.992813   52.872417   4.0957  -8.2603   2.0413   3.5562   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0123     0.0390    -0.0161    -0.0384     0.0050
  18.720  0.652  -0.070   0.724   1.623   5.59  5 5.30    5773.  4.63  11 11.9627  0.689    5.456    0.743  -0.672   0.282    97.016556   59.845871  214.144333   52.786545   4.0929  -8.2512   2.0406   3.5540   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0007     0.0384     0.0101     0.0241     0.0407
  21.804  1.372   1.284   1.613   3.239   8.65  5 6.85    4060.  4.82   8  9.9173  0.632    7.724    0.508   0.218   0.045    97.399300   59.666134  214.089798   53.048061   4.1426  -8.2694   2.0747   3.5905   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0018     0.0245    -0.0058    -0.0248     0.0225
  19.791  0.801   0.078   0.836   2.054   6.65  5 6.10    5063.  4.84   9 13.9181  0.715    6.541    0.560  -1.616   0.275    96.545753   59.727158  214.569595   52.723400   4.1274  -8.2372   2.0671   3.5796   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0108     0.0078    -0.0239     0.0454     0.0240
  20.867  1.080   0.868   1.266   2.843   7.69  5 6.60    4494.  4.75  11 12.1238  0.799    7.224    0.542  -0.833   0.284    96.961998   59.708134  214.326004   52.874168   4.1127  -8.2514   2.0591   3.5661   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0274    -0.0242     0.0072    -0.0053    -0.0460
  20.665  1.110   0.864   1.168   2.745   7.49  5 6.50    4574.  4.76  11 12.0554  0.514    7.078    0.558  -0.616   0.336    95.483597   59.591763  215.378403   52.468842   4.1288  -8.1997   2.0803   3.5759   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0167     0.0153     0.0084     0.0328    -0.0096
  20.619  1.031   0.746   1.081   2.561   7.47  5 6.45    4649.  4.63  11 12.1120  0.777    6.930    0.571  -0.889   0.332    96.702751   59.556198  214.654678   52.904732   4.1425  -8.2450   2.0846   3.5864   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0099    -0.0189     0.0022    -0.0002     0.0016
  19.116  0.644   0.067   0.822   1.874   5.95  5 5.60    5494.  4.50  11 11.7687  0.702    5.812    0.689  -0.787   0.276    96.181770   59.480759  215.066513   52.787876   4.1155  -8.2251   2.0778   3.5603   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0172    -0.0272    -0.0217     0.0163     0.0006
  19.016  0.620  -0.024   0.784   1.754   5.87  5 5.45    5621.  4.60  11 12.0130  0.782    5.637    0.713  -1.028   0.362    96.786697   59.294415  214.884995   53.130894   4.1183  -8.2485   2.0882   3.5560   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0007    -0.0185    -0.0159     0.0022     0.0057
  22.282  1.223   0.763   1.383   2.916   9.11  5 6.80    4159.  4.80   9 13.9515  0.426    8.284    0.376  -1.781   0.249    95.912590   59.999184  214.669479   52.309464   4.1918  -8.2159   2.0848   3.6452   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0085     0.0022    -0.0030     0.0228     0.0172
